Scheme_Code,Scheme_Name,Fund_House,Scheme_Type,Scheme_Category,Status,Portfolio_Ind,URL,Expense,AUM,CrisilRank,FundManagers,Exit_Load,Age,3M Ret,1Y Ret,3Y Ret,5Y Ret,Ret Inception,Sharpe Ratio,Sortino Ratio,Info Ratio,Beta,Alpha,R-Squared,Pos_Year%,Year,Inception_Date,Volatility,Rel_MaxDD,Roll_Ret_1Y,Roll_Ret_3Y,Roll_Ret_Inception,Prob_10Pct,Sharpe_1Y,Sortino_1Y,Volatility_1Y,NumStocks,Top5_Pct,Top10_Pct,Top3_Sector,Equity_Holding,F&O_Holding,Foreign_Holding,NumDebts,Modified_Duration,YTM,LCap_Pct,MCap_Pct,SCap_Pct,GT_1PCT,GT_3PCT,GT_5PCT,LT_NEG_1PCT,LT_NEG_3PCT,LT_NEG_5PCT,POS_PCT,GT_NIFTY_UP,GT_NIFTY_DOWN,NIFTY_CORR,PCT_GT_NIFTY
150890,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND,Bandhan,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/bandhan-crisil-ibx-90-10-sdl-plus-gilt-september-2027-index-fund-regular-plan-growth/MAG2188,0.4%,155.87,Not Rated,Gautam Kaul|Harshal Joshi,Data not available.,1.03,4.72,6.22,,,6.71,,,-0.01,0.01,0.06,0.0,100.00,2022,2022-11-25,,0.040817403440267,,,,,0.36,0.54,1.31,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,62.9,7.97,97.27,0.08462529716874699,47.58
150744,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND,Bandhan,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/bandhan-crisil-ibx-gilt-april-2026-index-fund-regular-plan-growth/MAG2176,0.4%,481.43,Not Rated,Gautam Kaul,Data not available.,1.12,6.28,6.3,,,7.59,,,-0.03,-0.0,0.07,0.0,100.00,2022,2022-10-21,,0.03659747517287781,,,,,0.49,0.74,1.1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,66.67,5.92,97.46,0.15067346955582422,45.93
148790,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan,Bandhan,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/bandhan-crisil-ibx-gilt-april-2028-index-fund-regular-plan-growth/MAG2128,0.41%,4735.41,Not Rated,Gautam Kaul|Harshal Joshi,Data not available.,2.7,5.84,6.4,,,5.05,,,-0.03,0.01,0.05,0.01,100.00,2021,2021-03-24,,0.1706960609711827,5.45,,,,0.37,0.54,1.68,,,,,,,,,,,,,,0.0,0.0,0.0,0.15,0.0,0.0,58.53,6.02,95.7,0.10361249279204574,47.62
151409,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND,Bandhan,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/bandhan-crisil-ibx-gilt-april-2032-index-fund-regular-plan-growth/MAG2192,0.44%,320.16,Not Rated,Gautam Kaul|Harshal Joshi,Data not available.,0.8,3.76,5.78,,,7.78,,,-0.04,-0.01,0.08,0.0,100.00,2023,2023-02-16,,0.1825924299210624,,,,,0.72,1.05,2.37,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,57.37,10.0,96.25,0.0957885722283379,46.32
148786,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan,Bandhan,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/bandhan-crisil-ibx-gilt-june-2027-index-fund-regular-plan-growth/MAG2124,0.41%,0.0,Not Rated,Gautam Kaul|Harshal Joshi,Data not available.,2.7,5.96,6.28,,,4.94,,,-0.03,0.01,0.05,0.01,100.00,2021,2021-03-24,,0.18070284074544474,5.15,,,,0.34,0.5,1.57,,,,,,,,,,,,,,0.0,0.0,0.0,0.15,0.0,0.0,57.3,5.73,96.36,0.12206087398573441,47.77
149833,BANDHAN NIFTY 100 INDEX FUND,Bandhan,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/bandhan-nifty-100-index-fund-regular-plan-growth/MAG2144,0.62%,84.82,Not Rated,Nemish Sheth,Data not available.,1.78,26.2,10.41,,,13.38,,,0.01,0.69,0.05,0.48,100.00,2022,2022-02-25,,0.9862239404206264,,,,,0.49,0.68,9.97,,,,,,,,,,,,,,8.76,0.0,0.0,8.99,0.0,0.0,53.92,45.92,58.21,0.9932529046475185,51.61
112877,BANDHAN Nifty 50 Index Fund,Bandhan,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/bandhan-nifty-50-index-fund-regular-plan-growth/MAG386,0.6%,929.37,2 Stars,Nemish Sheth,Data not available.,13.6,23.8,11.11,16.61,14.56,11.93,0.75,1.06,0.01,0.85,0.04,0.73,85.71,2010,2010-05-03,14.66,0.9393137113134308,10.56,21.94,12.94,0.5692968661045,0.55,0.79,9.86,,,,,,,,,,,,,,12.65,0.89,0.28,11.0,1.03,0.34,54.61,21.03,68.48,0.9996712192557121,42.57
150633,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND,Bandhan,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/bandhan-nifty-100-low-volatility-30-index-fund-regular-plan-growth/MBS3262,1%,59.28,Not Rated,Nemish Sheth,Data not available.,1.16,31.76,17.22,,,22.07,,,0.04,0.2,0.18,0.05,100.00,2022,2022-10-07,,0.6854632467393633,,,,,1.29,1.88,8.42,,,,,,,,,,,,,,4.59,0.0,0.0,3.18,0.0,0.0,59.01,36.02,70.49,0.864343158966592,50.88
150592,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND,Bandhan,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/uti-nifty200-momentum-30-index-fund-regular-plan-growth/MUT3613,0.92%,2643.26,Not Rated,Sharwan Kumar Goyal|Ayush Jain,Data not available.,1.25,63.72,27.92,,,25.67,,,0.05,0.34,0.19,0.07,50.00,2022,2022-09-05,,1.3646611035076017,,,,,1.5,2.09,13.51,,,,,,,,,,,,,,10.46,0.0,0.0,9.15,0.98,0.0,60.13,51.18,58.82,0.7597322328837491,54.58
151279,Baroda BNP Paribas Nifty SDL December 2026 Index Fund,Baroda BNP Paribas,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/baroda-bnp-paribas-nifty-sdl-december-2026-index-fund-regular-plan-growth/MBO282,0.49%,156.84,Not Rated,Mayank Prakash,Data not available.,0.85,5.32,5.42,,,6.77,,,-0.06,0.01,0.06,0.0,100.00,2023,2023-01-30,,0.06183491997454468,,,,,0.62,0.94,1.18,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,68.47,3.42,98.84,0.03418400352374391,43.84
151576,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund,Baroda BNP Paribas,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/baroda-bnp-paribas-nifty-sdl-december-2028-index-fund-regular-plan-growth/MBOA004,0.49%,50.52,Not Rated,Mayank Prakash,Data not available.,0.69,3.56,4.61,,,7.21,,,-0.13,0.02,0.07,0.01,100.00,2023,2023-03-27,,0.0857586754644647,,,,,0.62,1.07,1.87,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,58.79,10.78,95.24,0.2151757221983428,43.03
151327,DSP CRISIL SDL Plus G,DSP,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/dsp-crisil-sdl-plus-g-sec-apr-2033-50-50-index-fund-regular-plan-growth/MDS1598,0.41%,322.0,Not Rated,Shantanu Godambe|Laukik Bagwe,Data not available.,0.85,2.48,6.06,,,7.49,,,-0.05,0.0,0.07,0.0,100.00,2023,2023-01-27,,0.1583838904982346,,,,,0.74,1.1,1.91,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,60.78,8.47,96.51,0.10640491852932192,45.59
141875,DSP Nifty 50 Equal Weight Index Fund,DSP,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/dsp-nifty-50-equal-weight-index-fund-regular-plan-growth/MDS1274,0.89%,723.76,Not Rated,Diipesh Shah|Anil Ghelani,Data not available.,6.12,36.0,19.05,22.07,16.15,12.51,1.08,1.5,0.04,0.82,0.09,0.68,85.71,2017,2017-10-23,14.57,0.9688831113399619,13.15,26.91,13.86,,1.3,1.88,9.66,50,10.86%,21.3%,29.58%,100.06,0.00,0.00,0,0.0,0.0,92.18,7.88,0.0,14.31,0.69,0.21,12.72,1.31,0.28,55.64,49.5,52.73,0.9556819502136058,50.96
146379,DSP Nifty 50 Index Fund,DSP,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/dsp-nifty-50-index-fund-regular-growth/MDS1528,0.4%,392.43,3 Stars,Diipesh Shah|Anil Ghelani,Data not available.,4.79,24.0,11.34,16.8,,15.67,0.76,1.07,0.01,0.86,0.04,0.73,100.00,2019,2019-02-22,14.71,0.9459495365938915,10.67,21.94,16.91,,0.58,0.82,9.89,50,40.54%,57.98%,51.63%,100.06,0.00,0.00,0,0.0,0.0,97.36,2.7,0.0,13.88,1.11,0.34,11.58,1.28,0.43,54.68,21.31,52.35,0.9996677254839255,35.35
150427,DSP Nifty Midcap 150 Quality 50 Index Fund,DSP,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/dsp-nifty-midcap-150-quality-50-index-fund-regular-plan-growth/MDS1580,0.11%,182.08,Not Rated,Diipesh Shah|Anil Ghelani,Data not available.,1.34,12.72,15.67,,,12.74,,,0.0,0.39,0.08,0.16,50.00,2022,2022-08-04,,1.4113312350999967,,,,,0.99,1.35,9.62,50,17.92%,31.38%,27.89%,100.02,0.00,0.00,0,0.0,0.0,4.04,62.82,33.16,5.54,0.0,0.0,6.46,0.0,0.0,59.08,41.53,68.31,0.6625026933713303,53.23
146380,DSP Nifty Next 50 Index Fund,DSP,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/dsp-nifty-next-50-index-fund-growth/MDS1529,0.6%,296.95,Not Rated,Diipesh Shah|Anil Ghelani,Data not available.,4.79,37.32,12.75,16.52,,14.72,0.68,0.9,0.01,0.8,0.05,0.51,80.00,2019,2019-02-22,16.39,1.1511108293404475,4.43,19.17,14.86,,0.58,0.75,12.67,50,17.42%,31.14%,26.43%,99.99,0.00,0.00,0,0.0,0.0,63.37,35.47,1.15,15.16,0.77,0.26,12.86,1.62,0.34,57.92,43.86,59.32,0.8620124756928423,50.85
149968,DSP Nifty SDL Plus G,DSP,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/dsp-nifty-sdl-plus-g-sec-jun-2028-30-70-index-fund-regular-plan-growth/MDS1576,0.32%,2245.33,Not Rated,Shantanu Godambe|Laukik Bagwe,Data not available.,1.71,5.36,6.46,,,5.22,,,-0.02,0.03,0.05,0.02,100.00,2022,2022-03-22,,0.17504893815346367,,,,,0.5,0.76,1.41,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,59.32,6.39,95.36,0.2004691814293646,48.18
150720,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund,Edelweiss,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-crisil-ibx-50-50-gilt-plus-sdl-april-2037-index-fund-regular-plan-growth/MEW437,0.45%,805.14,Not Rated,Dhawal Dalal|Rahul Dedhia,Edelweiss Crisil IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth charges 0.1% of sell value; if fund sold before 30 days. There are no other charges.,1.15,1.2,6.13,,,8.36,,,-0.04,0.02,0.08,0.0,100.00,2022,2022-10-13,,0.1367779420830495,,,,,0.15,0.21,2.37,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,58.33,13.29,94.07,0.17699266740497707,47.83
150771,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund,Edelweiss,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-crisil-ibx-50-50-gilt-plus-sdl-june-2027-index-fund-regular-plan-growth/MEW441,0.44%,89.8,Not Rated,Dhawal Dalal|Rahul Dedhia,Edelweiss Crisil IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - Growth charges 0.1% of sell value; if fund sold before 30 days. There are no other charges.,1.13,5.36,6.15,,,7.44,,,-0.03,0.01,0.07,0.0,100.00,2022,2022-10-20,,0.04342973394131933,,,,,0.3,0.44,1.24,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,65.68,7.84,99.15,0.17470819669194287,47.6
150848,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund,Edelweiss,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-crisil-ibx-50-50-gilt-plus-sdl-sep-2028-index-fund-regular-plan-growth/MEW445,0.45%,189.79,Not Rated,Dhawal Dalal|Rahul Dedhia,Edelweiss Crisil IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - Growth charges 0.1% of sell value; if fund sold before 30 days. There are no other charges.,1.06,4.76,6.29,,,7.22,,,-0.01,0.01,0.07,0.0,100.00,2022,2022-11-14,,0.05688580663213226,,,,,0.4,0.61,1.48,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,62.65,9.72,96.46,0.1770068498111879,47.86
151398,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund,Edelweiss,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-crisil-ibx-50-50-gilt-plus-sdl-short-duration-index-fund-regular-plan-growth/MEW466,0.63%,153.33,Not Rated,Dhawal Dalal|Rahul Dedhia,Data not available.,0.8,5.44,5.31,,,7.1,,,-0.04,-0.01,0.07,0.01,100.00,2023,2023-02-16,,0.037813116078827036,,,,,1.03,1.62,1.01,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,71.58,6.36,98.75,0.06908058531265178,45.26
149949,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,Edelweiss,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-crisil-psu-plus-sdl-50-50-oct-2025-index-fund-regular-plan-growth/MJP425,0.39%,821.42,Not Rated,Dhawal Dalal|Rahul Dedhia,Edelweiss Crisil PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan - Growth charges 0.1% of sell value; if fund sold before 30 days. There are no other charges.,1.74,5.76,6.56,,,4.74,,,-0.03,0.02,0.04,0.03,100.00,2022,2022-03-11,,0.17419082163729438,,,,,1.17,1.94,0.67,,,,,,,,,,,,,,0.0,0.0,0.0,0.24,0.0,0.0,71.36,4.04,98.47,0.19079445674960685,48.21
148557,Edelweiss MSCI India Domestic & World Healthcare 45 index Fund Regular Plan,Edelweiss,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-msci-india-domestic-world-healthcare-45-index-fund-growth/MJP399,1.04%,132.89,Not Rated,Amit Vora|Bhavesh Jain,Data not available.,3.09,23.88,17.4,11.34,,14.75,0.53,0.77,-0.01,0.39,0.07,0.24,75.00,2020,2020-11-02,11.93,0.895996834158847,7.31,,,,1.27,1.98,9.28,45,39.84%,58.56%,96.98%,70.59,0.00,29.06,0,0.0,0.0,40.06,26.8,3.73,9.96,0.14,0.0,7.91,0.0,0.0,54.02,28.12,71.3,0.5041918742167188,47.2
149256,Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan Growth,Edelweiss,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-nifty-100-quality-30-index-fund-regular-plan-growth/MJP417,0.83%,14.88,Not Rated,Bhavesh Jain|Bharat Lahoti,Data not available.,2.16,32.92,18.51,,,8.06,,,0.01,0.68,0.04,0.54,33.33,2021,2021-10-08,,1.0467856170591308,10.66,,,,1.33,1.94,9.03,30,25.95%,48.14%,45.2%,99.85,0.00,0.00,0,0.0,0.0,92.38,7.47,0.0,10.21,0.0,0.0,9.45,0.19,0.0,54.82,37.18,64.68,0.8939920099996796,50.28
149252,Edelweiss Nifty 50 Index Fund Regular Plan Growth,Edelweiss,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-nifty-50-index-fund-regular-plan-growth/MJP413,0.57%,18.84,Not Rated,Bhavesh Jain|Bharat Lahoti,Data not available.,2.15,23.8,11.0,,,7.48,,,0.01,0.78,0.03,0.62,66.67,2021,2021-10-11,,0.958606072887434,10.26,,,,0.55,0.78,9.86,50,40.56%,58%,51.66%,100.11,0.00,0.00,0,0.0,0.0,97.41,2.7,0.0,11.17,0.0,0.0,10.42,0.38,0.0,51.89,18.48,60.32,0.9996091406703036,38.45
149341,Edelweiss NIFTY Large Midcap 250 Index Fund,Edelweiss,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-nifty-large-mid-cap-250-index-fund-regular-plan-growth/MJP421,0.9%,64.12,Not Rated,Harsh Kothari|Trideep Bhattacharya,Edelweiss Nifty Large Mid Cap 250 Index Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,2.01,30.96,20.68,,,14.32,,,0.03,0.76,0.07,0.56,100.00,2021,2021-12-03,,1.1188728875132283,,,,,1.38,1.89,10.09,251,17.21%,24.61%,28.22%,100.04,0.00,0.00,0,0.0,0.0,53.54,37.02,9.48,10.75,0.2,0.0,10.55,0.61,0.2,57.81,51.72,61.64,0.9381127205505936,56.39
150900,Edelweiss Nifty Midcap150 Momentum 50 Index Fund,Edelweiss,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-nifty-midcap150-momentum-50-index-fund-regular-plan-growth/MEW449,0.92%,71.84,Not Rated,Bhavesh Jain|Bharat Lahoti,Data not available.,1.01,61.08,36.93,,,37.99,,,0.11,0.19,0.32,0.02,50.00,2022,2022-12-02,,1.1118557833907707,,,,,2.17,3.11,12.55,50,25.02%,43.62%,25.46%,100.00,0.00,0.00,0,0.0,0.0,4.77,78.29,16.94,9.76,0.0,0.0,6.91,0.41,0.0,62.6,47.79,67.27,0.6546604621435667,56.5
150897,Edelweiss Nifty Next 50 Index Fund,Edelweiss,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-nifty-next-50-index-fund-regular-plan-growth/MEW453,0.82%,8.07,Not Rated,Bhavesh Jain,Data not available.,1.01,36.4,12.12,,,12.48,,,0.02,0.24,0.11,0.04,50.00,2022,2022-12-02,,1.7107022665491483,,,,,0.53,0.69,12.65,50,17.42%,31.14%,26.43%,100.00,0.00,0.00,0,0.0,0.0,63.38,35.47,1.15,6.91,0.0,0.0,8.13,0.81,0.0,57.32,48.53,59.09,0.7454676170585754,53.25
148797,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund,Edelweiss,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-nifty-psu-bond-plus-sdl-apr-2026-50-50-index-fund-regular-plan-growth/MJP405,0.4%,10358.98,Not Rated,Dhawal Dalal|Rahul Hemchand Dedhia,Edelweiss Nifty PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth charges 0.1% of sell value; if fund sold before 30 days. There are no other charges.,2.71,5.56,6.48,,,5.51,,,-0.02,0.01,0.05,0.01,100.00,2021,2021-03-22,,0.17993950410563905,5.01,,,,0.96,1.5,0.8,,,,,,,,,,,,,,0.0,0.0,0.0,0.15,0.0,0.0,67.53,3.71,97.69,0.1290602656057381,47.32
149249,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund,Edelweiss,Other Scheme,Index Funds,N,,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-nifty-psu-bond-plus-sdl-apr-2027-50-50-index-fund-regular-plan-growth/MJP409,0.41%,3291.14,Not Rated,Dhawal Dalal|Rahul Hemchand Dedhia,Edelweiss Nifty PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - Growth charges 0.1% of sell value; if fund sold before 30 days. There are no other charges.,2.13,5.04,6.04,,,4.3,,,-0.0,0.02,0.04,0.03,100.00,2021,2021-10-18,,0.2130142791936774,5.11,,,,0.28,0.44,0.93,,,,,,,,,,,,,,0.0,0.0,0.0,0.19,0.0,0.0,64.73,4.14,97.2,0.17745950518197043,49.22
150894,Edelweiss Nifty Smallcap 250 Index Fund,Edelweiss,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-nifty-smallcap-250-index-fund-regular-plan-growth/MEW457,0.92%,13.83,Not Rated,Bhavesh Jain,Data not available.,1.01,43.84,37.31,,,38.37,,,0.1,0.2,0.31,0.02,50.00,2022,2022-12-02,,1.4664768838492428,,,,,2.03,2.73,13.56,250,8.19%,13.38%,13.97%,100.00,0.00,0.00,0,0.0,0.0,0.0,17.5,82.5,8.94,0.41,0.0,7.72,1.22,0.0,66.26,53.68,69.09,0.6382560529736537,60.57
101525,HDFC Index Fund-NIFTY 50 Plan,HDFC,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-index-fund-nifty-50-plan/MHD019,0.4%,9828.8,3 Stars,Nirman Morakhia|Arun Agarwal,HDFC Index Fund - Nifty 50 Plan charges 0.25% of sell value; if fund sold before 3 days. There are no other charges.,17.68,23.96,11.35,16.82,14.47,10.55,0.76,1.07,0.01,0.86,0.04,0.73,83.33,2006,2006-04-03,14.72,0.9462539103233937,10.67,22.06,12.91,0.5541322509736508,0.57,0.82,9.88,50,40.54%,57.98%,51.63%,100.06,0.00,0.00,0,0.0,0.0,97.36,2.7,0.0,12.93,0.96,0.28,11.0,1.03,0.34,54.47,20.53,43.33,0.9998722969589329,30.88
101281,HDFC Index Fund-S&P BSE Sensex Plan,HDFC,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-index-fund-s-p-bse-sensex-plan-post-addendum-/MHD020,0.4%,5467.73,3 Stars,Nirman Morakhia|Arun Agarwal,HDFC Index Fund - S&P BSE Sensex Plan (Post Addendum) charges 0.25% of sell value; if fund sold before 3 days. There are no other charges.,17.68,20.08,10.52,16.05,14.51,10.8,0.71,1.0,0.01,0.86,0.03,0.72,83.33,2006,2006-04-03,14.85,0.923836859498156,11.4,21.78,12.94,0.5546360363412037,0.49,0.7,9.96,30,46.89%,66.9%,58.52%,99.99,0.00,0.00,0,0.0,0.0,99.99,0.0,0.0,13.2,0.96,0.28,11.07,0.96,0.41,54.2,49.87,52.58,0.9960525357850553,51.1
149871,HDFC Nifty 100 Equal Weight Index Fund,HDFC,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-nifty-100-equal-weight-index-fund-regular-plan-growth/MHD3489,1%,80.32,Not Rated,Nirman Morakhia|Arun Agarwal,Data not available.,1.78,36.32,16.49,,,13.93,,,0.02,0.67,0.08,0.43,100.00,2022,2022-02-23,,1.0598468203516427,,,,,0.99,1.35,10.5,101,5.48%,10.87%,16.87%,99.90,0.00,0.00,0,0.0,0.0,78.8,20.18,0.92,11.24,0.23,0.0,10.55,0.23,0.23,57.57,44.02,59.41,0.9078455559393013,51.15
149869,HDFC NIFTY 100 Index Fund,HDFC,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-nifty-100-equal-weight-index-fund-regular-plan-growth/MHD3489,1%,80.32,Not Rated,Nirman Morakhia|Arun Agarwal,Data not available.,1.78,25.8,10.04,,,11.3,,,0.01,0.7,0.05,0.49,100.00,2022,2022-02-23,,0.9825981978822729,,,,,0.45,0.63,9.95,101,5.48%,10.87%,16.87%,99.90,0.00,0.00,0,0.0,0.0,78.8,20.18,0.92,9.17,0.0,0.0,9.17,0.23,0.0,53.9,44.87,56.93,0.9938576190199633,50.46
151725,HDFC NIFTY Midcap 150 Index Fund,HDFC,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-nifty-midcap-150-index-fund-regular-plan-growth/MHDA029,1%,48.0,Not Rated,Nirman Morakhia|Arun Agarwal,Data not available.,0.62,35.72,38.45,,,71.5,,,0.15,0.15,0.51,0.02,100.00,2023,2023-04-21,,1.1390934035613673,,,,,4.71,6.77,10.33,150,8.32%,15.43%,18.07%,100.49,0.00,0.00,0,0.0,0.0,14.85,66.99,18.65,7.24,0.0,0.0,4.61,0.0,0.0,73.03,56.99,74.58,0.6875916461487057,63.82
149287,HDFC NIFTY Next 50 Index Fund,HDFC,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-nifty-next-50-index-fund-regular-plan-growth/MHD3483,0.8%,360.21,Not Rated,Nirman Morakhia|Arun Agarwal,Data not available.,2.09,36.88,12.17,,,7.07,,,0.0,0.8,0.02,0.47,33.33,2021,2021-11-03,,1.2225218590154632,3.89,,,,0.53,0.69,12.64,50,17.47%,31.24%,26.52%,100.32,0.00,0.00,0,0.0,0.0,63.58,35.59,1.15,13.87,0.2,0.0,12.89,1.17,0.2,57.03,46.47,55.97,0.836404520779108,50.98
151455,HDFC Nifty SDL Oct 2026 Index Fund,HDFC,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-nifty-sdl-oct-2026-index-fund-regular-plan-growth/MHDA001,0.34%,180.53,Not Rated,Vikash Agarwal,Data not available.,0.78,5.72,5.68,,,7.91,,,-0.08,0.01,0.07,0.01,100.00,2023,2023-02-24,,0.028144958574033502,,,,,1.72,2.86,1.04,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.11,5.45,98.65,0.0029178605625467097,42.93
151571,HDFC NIFTY SDL Plus G,HDFC,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-nifty-sdl-plus-g-sec-jun-2027-40-60-index-fund-regular-plan-growth/MHDA023,0.35%,50.17,Not Rated,Vikash Agarwal,Data not available.,0.7,5.64,4.61,,,7.03,,,-0.12,0.0,0.07,0.0,100.00,2023,2023-03-23,,0.06361671693020333,,,,,0.81,1.2,1.2,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.27,7.77,96.88,0.19013639772312005,41.92
151726,HDFC NIFTY Smallcap 250 Index Fund,HDFC,Other Scheme,Index Funds,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-nifty-smallcap-250-index-fund-regular-plan-growth/MHDA027,1%,60.99,Not Rated,Nirman Morakhia|Arun Agarwal,Data not available.,0.62,43.36,46.72,,,88.81,,,0.18,0.08,0.62,0.0,100.00,2023,2023-04-21,,0.8561640173278771,,,,,4.94,6.78,11.85,250,8.21%,13.41%,14.02%,100.27,0.00,0.00,0,0.0,0.0,0.0,17.51,82.76,9.87,0.0,0.0,4.61,1.32,0.0,76.32,58.06,77.97,0.5841428408385139,65.79
